id,action_flow_id,action_flow_des,intention_1,intention_2,act_seq_start,act_seq_end,ob_start_frame,ob_end_frame,ob_act_seq,future_act_seq,scene
YLE12,c117 3.00 9.60;c116 6.30 11.00;c117 7.20 12.40;c116 8.40 13.30;c117 9.90 16.40;c116 11.90 17.00,Taking paper/notebook from somewhere;Putting their paper/notebook somewhere;Taking paper/notebook from somewhere;Putting their paper/notebook somewhere;Taking paper/notebook from somewhere;Putting their paper/notebook somewhere,tidy up the books on the table;S/He wants to arrange the book,organize books;S/He wants to clean the room,3,17,73,139,Taking paper/notebook from somewhere,Putting their paper/notebook somewhere;Taking paper/notebook from somewhere;Putting their paper/notebook somewhere;Taking paper/notebook from somewhere;Putting their paper/notebook somewhere,Bedroom
GQ0H2,c147 0.00 22.00;c107 0.00 33.00;c110 18.10 33.00;c061 25.00 33.00,Someone is cooking something;Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Holding some food,cook something;S/He wants to prepare a meal,cook something;S/He wants to prepare a meal,0,33,1,158,Someone is cooking something;Holding a cup/glass/bottle of something,Taking a cup/glass/bottle from somewhere;Holding some food,Kitchen
SJGZ2,c130 2.90 35.50;c113 3.50 9.10;c114 4.90 35.30;c112 31.70 38.10,Putting groceries somewhere;Opening a closet/cabinet;Tidying up a closet/cabinet;Closing a closet/cabinet,tidy the cabinet;S/He wants to organize the cabinet,put groceries in a closet and tidy up the closet;S/He wants to clean up the kitchen,2.9,38.1,70,238,Putting groceries somewhere;Opening a closet/cabinet;Tidying up a closet/cabinet,Closing a closet/cabinet,Pantry
ALXUC,c063 0.00 7.20;c069 2.80 7.80;c061 3.00 17.00;c067 3.50 17.00;c156 4.50 17.00;c065 4.90 17.00,Taking food from somewhere;Taking a sandwich from somewhere;Holding some food;Holding a sandwich;Someone is eating something;Eating a sandwich,eat a sandwich;S/He is hungry,eat sandwich;S/He is hungry,0,17,1,81,Taking food from somewhere;Taking a sandwich from somewhere;Holding some food,Holding a sandwich;Someone is eating something;Eating a sandwich,Kitchen
78FJX,c030 8.20 17.80;c026 8.90 32.00;c032 8.90 32.00;c027 20.20 25.30;c029 26.10 32.00;c152 26.30 32.00,Taking a book from somewhere;Holding a book;Watching/Reading/Looking at a book;Opening a book;Smiling at a book;Someone is smiling,read a book;S/He wants to learn something,read a book;S/He wants to learn something new,8.2,32,197,311,Taking a book from somewhere;Holding a book;Watching/Reading/Looking at a book,Opening a book;Smiling at a book;Someone is smiling,Other
RJDH2,c011 0.00 16.80;c026 0.00 19.30;c014 0.00 20.10;c032 1.90 16.10;c027 3.80 10.00;c025 12.40 18.60;c009 13.60 20.70;c028 13.90 19.50,Sitting at a table;Holding a book;Working at a table;Watching/Reading/Looking at a book;Opening a book;Closing a book;Putting something on a table;Putting a book somewhere,read a book;S/He wants to learn something,do the work;S/He feels ,0,20.7,1,99,Sitting at a table;Holding a book;Working at a table;Watching/Reading/Looking at a book;Opening a book,Closing a book;Putting something on a table;Putting a book somewhere,Bedroom
EEGGA,c151 0.00 4.10;c059 0.00 4.60;c011 0.00 31.00;c009 26.70 31.00,Someone is going from standing to sitting;Sitting in a chair;Sitting at a table;Putting something on a table,sit in a chair at the table;S/He wants to have a rest,sit and eat something;S/He wants to relax,0,31,1,148,Someone is going from standing to sitting;Sitting in a chair;Sitting at a table,Putting something on a table,Bedroom
SXYLN,c020 0.00 5.40;c022 0.20 6.30;c024 19.90 25.70;c023 27.90 31.00,Holding a bag;Putting a bag somewhere;Throwing a bag somewhere;Taking a bag from somewhere,eat something from a bag;S/He is hungry,eat something;S/He is hungry,0,31,1,148,Holding a bag;Putting a bag somewhere,Throwing a bag somewhere;Taking a bag from somewhere,Garage
TQMTC,c068 0.00 4.20;c067 0.00 4.20;c065 0.00 4.20;c061 0.00 4.20;c118 0.00 5.00;c062 0.20 4.20;c119 0.70 5.00,Putting a sandwich somewhere;Holding a sandwich;Eating a sandwich;Holding some food;Holding a dish;Putting some food somewhere;Putting a dish/es somewhere,eat a sandwich;S/He is hungry,eat a sandwich;S/He is hungry,0,5,1,24,Putting a sandwich somewhere;Holding a sandwich;Eating a sandwich;Holding some food;Holding a dish;Putting some food somewhere;Putting a dish/es somewhere,,Bedroom
3ZH9Z,c063 0.00 3.80;c156 0.00 9.70;c120 6.00 20.30;c118 6.20 26.60;c119 6.50 26.70,Taking food from somewhere;Someone is eating something;Taking a dish/es from somewhere;Holding a dish;Putting a dish/es somewhere,eat some food and take a dish to kitchen;S/He wants to eat something and tidy up,watch tv and eat something;S/He is hungry,0,26.7,1,128,Taking food from somewhere;Someone is eating something,Taking a dish/es from somewhere;Holding a dish;Putting a dish/es somewhere,Dining room
AF8I2,c156 0.00 23.60;c063 0.00 25.00;c061 0.00 25.60;c062 21.80 27.50,Someone is eating something;Taking food from somewhere;Holding some food;Putting some food somewhere,eat food;S/He is hungry,putting the food after eating it;S/He wants to prepare to start work,0,27.5,1,132,Someone is eating something;Taking food from somewhere;Holding some food,Putting some food somewhere,Hallway
6ALEL,c063 18.70 24.20;c069 19.30 24.30;c061 20.20 27.00;c067 20.30 27.00;c065 20.70 27.00;c156 21.90 27.00,Taking food from somewhere;Taking a sandwich from somewhere;Holding some food;Holding a sandwich;Eating a sandwich;Someone is eating something,eat food;S/He is hungry,eat a sandwich;S/He is hungry,18.7,27,449,488,Taking food from somewhere;Taking a sandwich from somewhere;Holding some food;Holding a sandwich,Eating a sandwich;Someone is eating something,Hallway
ECW3E,c050 9.30 16.30;c047 10.10 41.00;c051 10.10 41.00;c052 11.10 41.00;c048 14.70 20.50,Taking a laptop from somewhere;Holding a laptop;Watching a laptop or something on a laptop;Working/Playing on a laptop;Opening a laptop,take the laptop from the cabinet and watch it;S/He wants to surf the internet,take a laptop out of the closet;S/He wants to prepare to use the laptop,9.3,41,224,375,Taking a laptop from somewhere;Holding a laptop;Watching a laptop or something on a laptop;Working/Playing on a laptop;Opening a laptop,,Closet / Walk-in closet / Spear closet
5JSFE,c097 19.40 28.40;c008 19.60 28.80;c141 19.90 28.80;c006 23.10 29.00,Walking through a doorway;Opening a door;Grasping onto a doorknob;Closing a door,drink water;S/He is hungry,walk through the doorway;S/He wants to enter the room,19.4,29,466,511,Walking through a doorway;Opening a door;Grasping onto a doorknob,Closing a door,Kitchen
E653K,c141 16.00 22.00;c008 18.00 24.00;c097 20.50 28.70;c006 21.00 27.00,Grasping onto a doorknob;Opening a door;Walking through a doorway;Closing a door,walk through the doorway;S/He wants to enter the room,get out of the room;S/He wants to leave the house,16,28.7,385,444,Grasping onto a doorknob;Opening a door,Walking through a doorway;Closing a door,Home Office / Study (A room in a house used for work)
9335E,c118 0.00 27.30;c062 0.00 48.00;c066 1.10 21.40;c119 19.10 27.30;c147 23.80 35.40,Holding a dish;Putting some food somewhere;Making a sandwich;Putting a dish/es somewhere;Someone is cooking something,make a sandwich;S/He wants to prepare food,make a sandwich and cook some food;S/He wants to prepare a meal,0,48,1,230,Holding a dish;Putting some food somewhere;Making a sandwich,Putting a dish/es somewhere;Someone is cooking something,Kitchen
TCCQL,c128 0.00 32.00;c129 8.00 13.00;c106 17.00 25.00;c107 17.00 28.00,Holding some medicine;Taking/consuming some medicine;Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something,consume medicine;S/He wants to deal with illness,hold a bottle;S/He wants to consume some medicine,0,32,1,153,Holding some medicine,Taking/consuming some medicine;Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something,Kitchen
9M5UE,c118 9.20 32.00;c107 11.10 16.80;c106 11.10 32.00;c120 11.50 16.90;c109 14.30 19.40;c119 21.00 25.60,Holding a dish;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Taking a dish/es from somewhere;Putting a cup/glass/bottle somewhere;Putting a dish/es somewhere,drink water;S/He is thirsty,drink some water;S/He is thirsty,9.2,32,221,330,Holding a dish;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Taking a dish/es from somewhere,Putting a cup/glass/bottle somewhere;Putting a dish/es somewhere,Living room
TRVEA,c135 0.00 3.60;c076 0.00 7.50;c077 3.60 8.10;c080 3.60 9.20,Sitting in a bed;Holding a pillow;Putting a pillow somewhere;Throwing a pillow somewhere,make room to play laptop;S/He wants to entertain himself/her/hisself,throw a pillow while sitting;S/He wants to prepare to start work,0,9.2,1,44,Sitting in a bed;Holding a pillow,Putting a pillow somewhere;Throwing a pillow somewhere,Bedroom
OE2M1,c118 12.40 26.00;c063 12.90 18.70;c120 12.90 19.00;c062 13.70 23.50;c061 13.80 25.70,Holding a dish;Taking food from somewhere;Taking a dish/es from somewhere;Putting some food somewhere;Holding some food,cook a dish;S/He wants to prepare a meal,prepare the meal;S/He is hungry,12.4,26,298,362,Holding a dish;Taking food from somewhere;Taking a dish/es from somewhere;Putting some food somewhere;Holding some food,,Bedroom
Y9WZW,c110 31.70 37.00;c107 32.00 37.20;c106 32.70 46.60;c109 38.20 50.10,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere,drink water;S/He is thirsty,drink some water;S/He is thirsty,31.7,50.1,761,849,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle,Putting a cup/glass/bottle somewhere,Dining room
ON2Z4,c026 16.60 22.20;c032 18.00 28.00;c025 18.40 23.70;c027 18.60 23.40;c029 19.30 28.00;c030 22.10 28.00,Holding a book;Watching/Reading/Looking at a book;Closing a book;Opening a book;Smiling at a book;Taking a book from somewhere,read a book;S/He wants to learn something new,find up a book;S/He wants to arrange the book,16.6,28,399,453,Holding a book;Watching/Reading/Looking at a book;Closing a book;Opening a book,Smiling at a book;Taking a book from somewhere,Closet / Walk-in closet / Spear closet
2B577,c147 0.00 20.2;c063 0.00 30.90;c156 0.50 22.60;c061 0.60 31.80;c062 25.20 32.00,Someone is cooking something;Taking food from somewhere;Someone is eating something;Holding some food;Putting some food somewhere,eat something;S/He is hungry,cook some soup and taste it;S/He wants to prepare a meal,0,32,1,153,Someone is cooking something;Taking food from somewhere;Someone is eating something;Holding some food,Putting some food somewhere,Kitchen
6E4L5,c065 0.00 6.50;c067 0.00 33.00;c156 6.40 15.80;c061 7.70 18.90,Eating a sandwich;Holding a sandwich;Someone is eating something;Holding some food,eat food;S/He is hungry,eat a sandwich;S/He is hungry,0,33,1,158,Eating a sandwich;Holding a sandwich;Someone is eating something,Holding some food,Garage
6YTAJ,c067 0.00 32.00;c061 0.70 31.20;c065 3.60 20.70;c156 22.50 31.50;c062 26.40 32.00,Holding a sandwich;Holding some food;Eating a sandwich;Someone is eating something;Putting some food somewhere,eat a sandwich and read a book;S/He is hungry and wants to learn something,eat a sandwich while reading a book;S/He wants to relax,0,32,1,153,Holding a sandwich;Holding some food;Eating a sandwich,Someone is eating something;Putting some food somewhere,Bedroom
RQJWI,c118 0.00 11.70;c119 0.00 27.80;c065 0.00 32.00;c111 0.00 32.00;c067 0.00 32.00;c120 4.20 10.50,Holding a dish;Putting a dish/es somewhere;Eating a sandwich;Washing a cup/glass/bottle;Holding a sandwich;Taking a dish/es from somewhere,eat food;S/He is hungry,wash kitchenware;S/He wants to do housework,0,32,1,153,Holding a dish;Putting a dish/es somewhere;Eating a sandwich;Washing a cup/glass/bottle;Holding a sandwich;Taking a dish/es from somewhere,,Kitchen
1G9R7,c109 0.00 19.00;c107 0.00 21.50;c108 2.70 12.60;c106 11.60 16.00,Putting a cup/glass/bottle somewhere;Holding a cup/glass/bottle of something;Pouring something into a cup/glass/bottle;Drinking from a cup/glass/bottle,clear up the wire;S/He wants to tidy the room,drink from a bottle;S/He is thirsty,0,21.5,1,103,Putting a cup/glass/bottle somewhere;Holding a cup/glass/bottle of something;Pouring something into a cup/glass/bottle,Drinking from a cup/glass/bottle,Recreation room / Man cave
R9NRA,c119 8.90 28.70;c118 8.90 28.70;c120 9.70 16.00;c110 11.40 17.60;c108 12.50 21.90;c107 15.10 32.00;c109 19.40 27.90,Putting a dish/es somewhere;Holding a dish;Taking a dish/es from somewhere;Taking a cup/glass/bottle from somewhere;Pouring something into a cup/glass/bottle;Holding a cup/glass/bottle of something;Putting a cup/glass/bottle somewhere,pour some water into a glass;S/He is thirsty,take off his shoes and pour water into a cup and drink;S/He is thirsty,8.9,32,214,324,Putting a dish/es somewhere;Holding a dish;Taking a dish/es from somewhere;Taking a cup/glass/bottle from somewhere;Pouring something into a cup/glass/bottle,Holding a cup/glass/bottle of something;Putting a cup/glass/bottle somewhere,Living room
WF3NY,c098 0.00 18.1;c102 0.00 19.10;c127 7.60 19.10;c099 13.80 19.90,Holding a broom;Tidying up with a broom;Tidying something on the floor;Putting a broom somewhere,tidy up with a broom;S/He wants to do the laundry,clean up the room;S/He wants to get dressed,0,19.9,1,95,Holding a broom;Tidying up with a broom,Tidying something on the floor;Putting a broom somewhere,Bedroom
KWONB,c008 0.00 6.00;c113 0.00 6.30;c114 4.80 22.00;c112 24.60 31.00,Opening a door;Opening a closet/cabinet;Tidying up a closet/cabinet;Closing a closet/cabinet,open the closet;S/He wants to find something,find the food;S/He is hungry,0,31,1,148,Opening a door;Opening a closet/cabinet;Tidying up a closet/cabinet,Closing a closet/cabinet,Closet / Walk-in closet / Spear closet
MXATD,c120 0.00 6.00;c118 0.00 9.70;c119 0.20 6.00;c121 0.60 9.00;c147 7.00 18.60,Taking a dish/es from somewhere;Holding a dish;Putting a dish/es somewhere;Wash a dish/dishes;Someone is cooking something,wash the pan;S/He wants to do housework,wash some kitchenwares;S/He wants to do the washing up,0,18.6,1,89,Taking a dish/es from somewhere;Holding a dish;Putting a dish/es somewhere;Wash a dish/dishes,Someone is cooking something,Kitchen
4BSR0,c108 0.00 10.30;c107 0.00 10.90;c118 0.00 11.50;c147 3.40 28.00;c109 3.50 11.00,Pouring something into a cup/glass/bottle;Holding a cup/glass/bottle of something;Holding a dish;Someone is cooking something;Putting a cup/glass/bottle somewhere,do the cook;S/He is hungry,cook something;S/He wants to prepare a meal,0,28,1,134,Pouring something into a cup/glass/bottle;Holding a cup/glass/bottle of something;Holding a dish;Someone is cooking something;Putting a cup/glass/bottle somewhere,,Kitchen
RB9VI,c100 0.00 2.60;c098 0.00 15.30;c102 0.00 16.70;c127 0.00 17.80;c101 7.90 14.90;c099 9.20 13.80,Taking a broom from somewhere;Holding a broom;Tidying up with a broom;Tidying something on the floor;Throwing a broom somewhere;Putting a broom somewhere,tidy up with a broom;S/He wants to clean the floor,sweep the floor;S/He wants to clean the room,0,17.8,1,85,Taking a broom from somewhere;Holding a broom;Tidying up with a broom;Tidying something on the floor,Throwing a broom somewhere;Putting a broom somewhere,Entryway (A hall that is generally located at the entrance of a house)
9LWQ6,c155 0.00 9.70;c001 1.10 10.00;c003 5.30 11.60;c057 11.00 21.00;c054 11.90 24.00,Someone is undressing;Putting clothes somewhere;Throwing clothes somewhere;Taking off some shoes;Putting shoes somewhere,take off shoes and shirt;S/He wants to get undressed,take off the sweater and shoes;S/He wants to get undressed,0,24,1,115,Someone is undressing;Putting clothes somewhere,Throwing clothes somewhere;Taking off some shoes;Putting shoes somewhere,Bedroom
